Product Name,Final Price,MRP,Discount,Ram,Display,Camera,Battery,Warranty,Review
"Tecno Spark 8C (Iris Purple, 64 GB)","₹9,809","₹15,999",5% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,1000 mAh Battery,"One Year Warranty for Handset, 6 Months for Accessories",3.5
"ASUS Zenfone Max (Blue, 32 GB)","₹9,999","₹9,999",39% off,2 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) HD Display,13MP + 5MP | 13MP + 5MP Dual Front Camera,5000 mAh Lithium-ion Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories,4.3
MTR M400,₹890,"₹13,999",39% off,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,48MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty For Device and Battery and 6 Months Manufacturer Warranty for In-box Accessories From the Date of Purchase,4.3
"OPPO A16E (White, 32 GB)","₹9,990","₹13,999",39% off,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty,4.2
"realme C15 (Power Blue, 32 GB)","₹9,993","₹13,999",25% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4030 mAh Li-ion Battery,1 Year Warranty for Mobile and 6 Months for Accessories,4
"Lenovo K9 (Black, 32 GB)","₹9,999","₹11,999",18% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,4230 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.3
"Micromax IN 1 (Purple, 64 GB)","₹9,999","₹9,999",18% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.94 cm (6.67 inch) Full HD+ Display,16MP + 2MP + Low Light Sensor | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
"I Kall K570 (Pink, 64 GB)","₹9,999","₹9,999",37% off,4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,16MP + 2MP + Low Light Sensor | 16MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"SAMSUNG Galaxy J6 (Blue, 64 GB)","₹9,999","₹11,999",18% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.22 cm (5.6 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"SAMSUNG M02s (Blue, 32 GB)","₹9,490","₹9,999",37% off,3 GB RAM | 32 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,13MP Rear Camera | 5MP Front Camera,3260 mAh Li-Polymer Battery Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"Infinix S5 Lite (Violet, 64 GB)","₹9,999","₹11,999",18% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,"AI Powered Battery with 1.5 Day Backup, Smart AI Gaming Mode",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"Infinix S5 Lite (Quetzal Cyan, 64 GB)","₹9,999","₹9,999",25% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"Moto E4 Plus (Fine Gold, 32 GB)","₹9,999","₹11,999",25% off,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,4230 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"Moto E4 Plus (Oxford Blue, 32 GB)","₹9,999","₹11,999",25% off,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,5050 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"Moto E4 Plus (Iron Gray, 32 GB)","₹9,999","₹11,999",37% off,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,4020 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.9
"ASUS ZenFone Max M1 (Black, 32 GB)","₹9,599","₹11,999",20% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP + 2MP | 13MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
"LG K7i (Brown, 16 GB)","₹9,990","₹8,999",46% off,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) FWVGA Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"SAMSUNG Galaxy J6 (Black, 64 GB)","₹9,999","₹15,999",33% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.22 cm (5.6 inch) HD+ Display,48MP Rear Camera,3000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"ASUS ZenFone Max M1 (Gold, 32 GB)","₹9,599","₹11,999",20% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,48MP + 2MP | 5MP Front Camera,4230 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"GIONEE F9 Plus (Black, 32 GB)","₹9,490","₹8,999",29% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.9 cm (6.26 inch) HD+ Display,13MP Rear Camera,6000 mAh Lithium-ion Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"Lenovo K6 Power (Silver, 32 GB)","₹9,999","₹2,999",55% off,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) Full HD Display,50MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Brand Warranty of 1 Year,4.1
"Tecno Spark 8 Pro (Interstellar Black, 64 GB)","₹9,498","₹1,999",30% off,4 GB RAM | 64 GB ROM,17.27 cm (6.8 inch) Display,12MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,Brand Warranty of 1 Year,4.2
"SAMSUNG Galaxy A03 (Red, 32 GB)","₹9,999","₹8,999",22% off,3 GB RAM | 32 GB ROM,16.51 cm (6.5 inch) HD+ Display,0.8MP Rear Camera,4000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"REDMI 9 Activ (Coral Green, 64 GB)","₹9,489","₹10,999",12% off,4 GB RAM | 64 GB ROM,16.59 cm (6.53 inch) Display,32MP Rear Camera,3000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
"Tecno Spark 8T (Atlantic Blue, 64 GB)","₹9,999","₹9,999",32% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.4
"Redmi Note 5 (Gold, 32 GB)","₹9,990","₹8,999",20% off,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Li-ion Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.5
MTR GT,"₹2,100","₹8,299",26% off,32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,13MP + 2MP | 8MP Front Camera,4000 mAh Li-ion Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.4
MTR M400,₹890,"₹8,999",29% off,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,16MP Rear Camera,5000 mAh Li-Ion Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3
"OPPO A3s (Red, 16 GB)","₹9,990","₹11,999",30% off,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,48MP + 48MP | 16MP + 16MP Dual Front Camera,5000 mAh Li-Ion Polymer Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3
"vivo Y12s (Phantom Black, 32 GB)","₹9,990","₹12,999",30% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Li-Ion Polymer Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.1
"vivo Y12s (Glacier Blue, 32 GB)","₹9,990","₹12,999",18% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.54 cm (6.51 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.2
"Tecno Spark 10C (Black, 8 GB)","₹9,990","₹10,999",19% off,128 GB RAM | 8 GB ROM,16.76 cm (6.6 inch) Display,50MP Dual Rear Camera | 5MP Front Camera,2500 mAh Li-ion Battery,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.1
"Benco S1 (Gemstone Black, 6 GB)","₹9,799","₹9,999",29% off,128 GB RAM | 6 GB ROM | Expandable Upto 128 GB,17.32 cm (6.82 inch) Display,50MP Dual Rear Camera | 5MP Front Camera,3000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,4.1
"SAMSUNG M02s (Black, 32 GB)","₹9,499","₹10,999",15% off,3 GB RAM | 32 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,50MP + AI Lens | 5MP Front Camera,4000 mAh Battery,Domestic Warranty of 1 Year Available for Handset and 6 month for accessories.,4.1
"POCO C55 (Cool Blue, 128 GB)","₹8,499","₹9,999",30% off,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,4050 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including,4.2
"POCO C55 (Forest Green, 128 GB)","₹8,499","₹12,999",30% off,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,4000 mAh Li-Polymer Battery,"1 Year Warranty for Handset, 6 Months for Accessories",4.2
"POCO C55 (Power Black, 128 GB)","₹8,499","₹12,999",15% off,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including,4.2
"Infinix HOT 30i (Marigold, 128 GB)","₹8,999","₹9,999",20% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,5000 mAh Lithium Ion Battery,"1 Year Warranty for Handset, 6 Months for Accessories",4.2
"Infinix HOT 30i (Marigold, 64 GB)","₹8,199","₹8,299",20% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,Domestic Warranty of 12 Months on Phone & 6 Months on Accessories,4.2
"Infinix HOT 30i (Diamond White, 64 GB)","₹8,199","₹8,299",19% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,1 Year Warranty for Mobile and 6 Months for Accessories,4.2
"POCO C55 (Cool Blue, 64 GB)","₹7,499","₹8,299",17% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,4000 mAh Li Polymer Battery,"One Year Warranty for Handset, 6 Months for Accessories",4.2
"Infinix HOT 30i (Mirror Black, 64 GB)","₹8,199","₹9,999",15% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,3000 mAh Battery,1 Year Warranty for Mobile and 6 Months for Accessories,4.2
"POCO C55 (Power Black, 64 GB)","₹7,499","₹9,999",32% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,3000 mAh Battery,"1 Year Warranty for Handset, 6 Months for Accessories",4.2
"Infinix HOT 30i (Glacier Blue, 64 GB)","₹8,199","₹12,499",55% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,4230 mAh Battery,Domestic Warranty of 1 Year Available for Handset and 6 month for accessories.,4.2
"Infinix HOT 30i (Diamond White, 128 GB)","₹8,999","₹1,999",13% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP Rear Camera,5000 mAh Li-ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.2
"Infinix HOT 30i (Mirror Black, 128 GB)","₹8,999","₹9,999",15% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,5000 mAh Li-ion Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories,4.1
"Infinix HOT 30i (Glacier Blue, 128 GB)","₹8,999","₹9,999",30% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"POCO C55 (Forest Green, 64 GB)","₹7,499","₹11,499",18% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera,5000 mAh Battery,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories",4.1
"REDMI A2 (Aqua Blue, 32 GB)","₹7,128","₹10,999",8% off,2 GB RAM | 32 GB ROM,16.56 cm (6.52 inch) Display,0.8MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories,4.1
"POCO M5 (Yellow, 64 GB)","₹8,499","₹8,999",15% off,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,32MP Rear Camera,5000 mAh Battery,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories",3.4
"SAMSUNG Galaxy M04 (Light Green, 64 GB)","₹7,999","₹9,499",24% off,4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) HD+ Display,5MP Rear Camera,5000 mAh Battery,"One Year Warranty for Handset, 6 Months for Accessories",3.5
"REDMI A2 (Sea Green, 32 GB)","₹7,130","₹10,990",23% off,2 GB RAM | 32 GB ROM,16.56 cm (6.52 inch) Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,4.2
MTR GT,"₹2,100","₹7,999",24% off,32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer  Warranty,3.8
MTR M400,₹890,"₹7,999",25% off,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,5MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In box Accessories Including,4.1
"REDMI A1 (Light Green, 32 GB)","₹6,250","₹11,999",14% off,2 GB RAM | 32 GB ROM,16.56 cm (6.52 inch) Display,13MP Rear Camera,5000 mAh Battery,1 Year Warranty for Mobile and 6 Months for Accessories,4.2
"MOTOROLA e13 (Creamy White, 128 GB)","₹8,499","₹8,499",25% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera,5000 mAh Battery,1 Year Warranty for Mobile and 6 Months for Accessories,4
"realme Narzo 50i Prime (Dark Blue, 64 GB)","₹8,760","₹11,999",31% off,4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,"1 Year Warranty for Handset, 6 Months for Accessories",4.1
"REDMI A1 (Black, 32 GB)","₹6,100","₹10,999",21% off,2 GB RAM | 32 GB ROM,16.56 cm (6.52 inch) Display,50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera,5000 mAh Battery,1 Year Warranty for Phone and 6 Month Warranty for Accessories in the Box,4.2
"Tecno Spark Go 2023 (Endless Black, 32+3 GB)","₹6,586","₹8,899",19% off,3 GB RAM | 32+3 GB ROM,16.66 cm (6.56 inch) Display,50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"REDMI A2 (Classic Black, 32 GB)","₹6,635","₹8,999",25% off,2 GB RAM | 32 GB ROM,16.56 cm (6.52 inch) HD+ Display,48MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,4.2
"realme C30s (Night Black, 64 GB)","₹8,489","₹11,999",25% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,"One Year Warranty for Handset, 6 Months for Accessories",4.1
"Infinix Hot 12 (Exploratory Blue, 64 GB)","₹8,999","₹11,999",20% off,4 GB RAM | 64 GB ROM,17.32 cm (6.82 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Warranty for Handset and 6 Months for Accessories,4.2
"Infinix Hot 12 (7° Purple, 64 GB)","₹8,999","₹10,999",30% off,4 GB RAM | 64 GB ROM,17.32 cm (6.82 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories,4
"MOTOROLA e40 (Carbon Gray, 64 GB)","₹8,999","₹12,499",6% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories,4.1
"Tecno Spark Go 2023 (Uyuni Blue, 64 GB)","₹8,099","₹9,499",10% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.66 cm (6.56 inch) HD+ Display,50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories,4.2
"Tecno Spark 9 (Sky Mirror, 64 GB)","₹7,799","₹9,999",22% off,3 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP Rear Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"realme Narzo 50i Prime (Mint Green, 64 GB)","₹8,489","₹10,999",10% off,4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,13MP Rear Camera,5000 mAh Battery,1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,4
"Infinix Hot 12 (Polar Black, 64 GB)","₹8,999","₹9,500",29% off,4 GB RAM | 64 GB ROM,17.32 cm (6.82 inch) HD+ Display,13MP Rear Camera,3000 mAh Battery,1 Year Domestic Warrantyages,4
"Infinix Hot 12 (Turquoise Cyan, 64 GB)","₹8,999","₹2,999",55% off,4 GB RAM | 64 GB ROM,17.32 cm (6.82 inch) HD+ Display,13MP Rear Camera,3000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories,4
"LAVA YUVA 2 PRO (GLASS LAVENDER, 64 GB)","₹8,499","₹1,999",34% off,4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,13MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories,4
"itel P40 (Dreamy Blue, 32 GB)","₹6,599","₹12,999",30% off,3 GB RAM | 32 GB ROM,16.76 cm (6.6 inch) Display,13MP Rear Camera,5000 mAh Battery,1 Year Domestic Warranty,4.1
"itel P40 (Luxurious Gold, 32 GB)","₹6,599","₹12,499",9% off,3 GB RAM | 32 GB ROM,16.76 cm (6.6 inch) Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4
"Tecno Spark Go 2023 (UYUNI BLUE, 32+3 GB)","₹6,698","₹9,500",5% off,3 GB RAM | 32+3 GB ROM,16.66 cm (6.56 inch) Display,32MP Rear Camera,5000 mAh Battery,1 Year Warranty for Mobile and 6 Months for Accessories,4.2
"Tecno Spark Go 2023 6.56 HD+Display 13MP Dual Camera (UYUNI BLUE, 64 GB)","₹8,299","₹8,499",35% off,4 GB RAM | 64 GB ROM,16.66 cm (6.56 inch) Display,13MP Rear Camera,5000 mAh Battery,1 Year Warranty for Mobile and 6 Months for Accessories,3.5
"LAVA YUVA 2 PRO (LAVENDER, 64 GB)","₹8,430","₹13,999",23% off,4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,13MP Rear Camera,5000 mAh Battery,1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,4
"Tecno Spark 9T (Tahiti Gold, 64 GB)","₹8,499","₹8,999",18% off,4 GB RAM | 64 GB ROM | Expandable Upto 512 MB,16.76 cm (6.6 inch) Full HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,4
MTR M400,₹890,"₹10,999",21% off,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,16MP + 2MP | 8MP Front Camera,6000 mAh Lithium-ion Polymer Battery,12 Months Warranty + 1 Month Extended Warranty,4.1
"LAVA YUVA 2 PRO (Glass Green, 64 GB)","₹8,665","₹8,899",6% off,4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera | 5MP Front Camera,6000 mAh Lithium-ion Polymer Battery,Brand Warranty of 1 Year,3.9
"LAVA YUVA 2 PRO (GLASS LAVENDER, 64 GB)","₹8,499","₹9,499",7% off,4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,13MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty,4.2
"Tecno Spark 9 (Sky Mirror, 64 GB)","₹7,989","₹8,999",20% off,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"MOTOROLA e22s (Arctic Blue, 64 GB)","₹8,990","₹8,299",10% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"realme Narzo 50i Prime (Dark Blue, 32 GB)","₹8,199","₹9,999",5% off,3 GB RAM | 32 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"REDMI 10A (Sea Blue, 32 GB)","₹7,980","₹8,999",21% off,3 GB RAM | 32 GB ROM,16.59 cm (6.53 inch) Display,13MP + Depth Lens | 8MP Front Camera,6000 mAh Lithium-ion Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"Tecno Spark Go 2023 (Nebula Purple, 64 GB)","₹8,290","₹8,899",20% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.66 cm (6.56 inch) HD+ Display,13MP Rear Camera,6000 mAh Lithium-ion Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"itel Vision3 (Jewel Blue, 32 GB)","₹6,099","₹9,199",13% off,2 GB RAM | 32 GB ROM,16.76 cm (6.6 inch) Display,13MP + Depth Lens | 8MP Front Camera,5000 mAh Battery,Brand Warranty of 2 Year Available for Mobile and 6 Months for Accessories T &C,4.1
"itel Vision3 (Deep Ocean Black, 32 GB)","₹6,048","₹9,199",55% off,2 GB RAM | 32 GB ROM,16.76 cm (6.6 inch) Display,13MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
